age,income_k,credit_score,tenure_years,monthly_spend,satisfaction_score,target_class
44,61.1,770,2.41,813.7,5.86,0
22,61.9,850,3.62,832.82,6.91,1
33,36.16,709,8.26,1388.23,6.63,0
30,52.11,634,7.77,921.25,8.38,0
34,66.07,596,10.03,785.84,6.8,0
43,61.29,617,9.91,772.66,7.71,1
41,25.49,626,13.24,1041.94,4.51,0
28,51.5,500,5.12,719.41,6.73,0
36,75.31,633,10.74,1012.58,5.94,0
50,68.82,730,3.24,1142.3,7.59,0
27,78.27,685,13.18,880.57,6.88,1
36,45.22,662,7.36,1117.32,8.86,0
33,79.21,566,7.63,884.85,5.1,0
34,59.33,754,8.97,748.76,5.43,1
19,83.88,716,1.93,533.79,7.01,1
49,60.05,679,2.78,960.52,6.31,0
27,29.29,526,6.35,965.14,5.08,0
45,72.74,646,7.04,1115.89,7.06,0
29,53.35,710,12.25,1094.69,5.76,1
29,54.36,678,3.15,1354.82,7.18,0
47,38.2,693,10.62,772.17,3.95,0
45,84.33,728,5.2,978.3,6.06,1
37,52.18,691,5.16,748.73,6.74,1
43,83.63,725,5.51,1104.61,6.75,1
32,53.53,621,5.08,696.08,7.55,0
35,46.08,594,7.46,1101.02,6.13,0
28,79.79,713,4.82,737.96,7.17,1
44,58.9,728,1.77,1068.63,6.4,0
28,59.05,716,5.2,1165.42,7.6,1
50,40.78,689,7.37,558.1,4.19,0
32,53.14,657,1.79,603.62,2.59,0
35,66.43,695,7.75,951.68,8.38,1
43,40.51,707,9.54,928.26,5.65,0
35,51.91,711,10.44,835.72,3.94,0
32,53.69,850,7.01,795.22,6.26,1
35,61.0,616,0.59,711.86,5.72,0
44,82.19,850,7.94,972.83,7.05,1
28,55.5,592,8.9,687.83,7.24,0
34,49.64,707,3.91,980.54,5.87,0
35,101.2,596,5.78,773.64,7.89,1
44,53.5,701,7.45,807.01,4.68,0
34,57.14,749,11.36,1167.47,2.97,0
53,54.63,682,5.23,1109.99,6.72,0
33,55.85,748,8.67,680.68,6.11,1
33,61.17,650,6.95,707.96,3.66,0
33,73.81,537,6.6,1071.12,7.41,0
22,66.06,724,9.99,584.55,3.95,1
25,76.16,682,3.51,1219.88,6.33,1
30,75.66,646,6.69,929.73,7.65,1
46,63.13,651,6.08,772.79,6.89,0
35,65.64,708,1.48,902.31,6.8,0
30,76.63,623,9.7,1199.44,5.79,0
47,43.33,706,8.49,431.15,6.75,1
51,97.47,763,6.1,1125.79,7.26,1
48,52.31,824,5.22,1162.8,5.53,1
26,54.74,778,6.0,829.4,4.8,1
30,41.82,691,8.12,884.25,7.68,1
53,42.27,698,6.16,930.02,9.28,0
37,74.61,652,4.0,1061.38,8.74,0
32,94.05,647,4.45,739.46,2.56,0
42,51.49,741,5.96,896.81,8.38,1
45,65.21,658,3.2,878.03,5.55,0
29,63.3,706,7.0,1049.35,9.2,1
37,75.0,613,3.62,1488.59,4.94,0
44,93.28,776,3.14,738.55,4.81,1
23,82.81,657,15.58,917.34,6.42,1
35,56.42,756,11.82,732.62,5.9,1
24,67.93,631,6.43,792.46,5.97,0
25,69.42,627,8.55,663.29,7.91,1
29,59.7,773,9.06,563.29,8.35,1
40,43.56,636,5.77,1160.23,5.08,0
32,48.02,570,6.85,978.34,8.96,0
29,77.22,607,5.21,920.43,4.65,0
36,78.77,740,9.77,707.73,5.59,1
24,56.89,733,9.81,883.51,10.0,1
39,63.92,627,10.69,645.6,7.05,1
46,77.96,636,6.8,894.0,5.51,0
34,34.44,727,12.5,973.42,6.9,1
33,53.3,772,5.77,780.65,7.56,1
39,90.27,675,12.14,733.5,7.01,1
18,64.49,719,4.61,791.69,8.42,1
40,43.06,741,2.11,1079.26,5.2,0
65,61.76,831,12.08,944.36,5.52,1
34,75.32,599,7.98,546.48,5.16,1
34,21.8,633,7.56,1059.16,5.25,0
42,62.64,645,4.92,1019.52,6.56,0
51,54.41,738,3.46,941.16,4.9,0
45,35.37,662,3.75,1262.04,6.94,0
18,61.23,702,6.42,905.24,7.45,0
41,57.95,689,5.55,994.76,4.67,0
61,59.64,680,0.18,1003.27,5.55,0
41,54.78,688,11.08,1093.03,5.73,1
23,44.68,752,4.74,850.97,6.17,0
38,38.18,612,9.72,758.14,6.25,0
22,49.64,670,3.88,1114.08,7.86,0
47,72.89,595,6.46,1102.69,7.97,0
25,63.5,696,8.92,1180.46,5.29,1
36,58.96,666,8.5,991.43,7.54,1
26,44.4,755,5.2,537.27,8.56,1
30,54.39,680,7.53,936.1,8.31,1
50,71.06,649,8.03,907.41,6.81,1
36,67.57,663,5.56,1170.48,6.42,0
29,52.84,801,2.66,1132.86,4.39,0
24,20.83,570,4.13,1034.82,5.88,0
18,49.88,636,4.86,443.94,4.26,0
22,52.76,683,6.08,718.54,8.21,1
36,46.39,635,10.78,819.86,6.1,0
45,53.8,714,8.72,824.9,6.37,1
29,72.25,676,3.55,936.71,5.57,1
51,59.44,698,11.51,1225.65,4.38,0
28,74.85,688,5.76,1071.44,7.57,1
33,37.37,673,8.02,697.82,7.25,1
24,55.42,590,3.18,717.69,7.9,0
45,30.91,692,4.64,697.82,3.87,0
56,53.6,557,9.11,874.29,8.48,0
18,44.32,633,3.36,1077.22,6.31,0
32,79.22,714,6.17,1112.08,7.67,1
48,66.15,763,7.41,817.23,2.55,0
21,75.22,844,2.93,893.37,7.12,1
41,53.56,650,0.67,1268.32,6.39,0
47,44.7,619,8.72,573.33,6.17,0
36,44.23,717,14.59,1040.35,6.35,1
41,63.98,811,7.38,1016.59,5.61,1
53,87.15,787,7.95,834.74,4.38,1
54,66.19,608,3.35,895.94,4.6,0
34,54.38,670,10.41,992.45,6.54,0
30,57.17,740,4.87,835.2,8.47,1
26,59.53,744,9.49,759.73,8.16,1
45,90.4,721,7.82,743.16,6.85,1
21,78.5,649,7.9,1309.68,5.77,0
32,63.9,721,7.78,803.14,9.59,1
36,61.65,745,7.68,944.3,7.52,1
30,64.49,615,6.85,1072.76,7.39,1
38,67.41,773,8.91,853.47,4.5,1
61,53.8,749,3.82,907.87,6.88,1
34,47.34,628,5.28,1010.6,4.64,0
31,75.48,745,10.4,713.45,9.62,1
45,60.33,737,6.52,561.98,5.24,1
37,74.23,740,5.02,739.27,5.59,0
49,84.69,790,9.1,1280.26,5.53,1
37,67.81,679,8.51,773.47,5.94,0
33,65.38,703,2.1,928.74,7.51,1
18,108.0,500,8.19,608.32,6.5,1
19,63.11,758,6.41,1195.27,6.56,1
18,43.64,751,8.14,833.76,7.58,1
39,55.78,775,6.03,799.91,4.22,1
21,83.28,614,7.39,870.64,7.62,1
48,40.59,747,0.51,1452.87,6.7,0
35,48.71,751,3.32,997.14,5.45,0
33,76.6,634,8.22,865.51,6.7,0
27,55.93,754,13.86,265.78,6.67,1
41,58.35,712,7.1,1197.66,2.56,0
27,76.1,561,3.92,747.12,8.56,0
25,49.25,721,6.41,712.42,8.31,1
47,37.97,626,3.32,732.09,4.54,0
39,39.17,563,9.75,1222.31,5.37,0
33,68.73,706,6.14,890.72,8.53,1
41,63.89,675,9.16,565.15,7.5,1
35,49.61,778,5.54,855.09,7.08,1
39,42.62,693,9.43,717.06,7.15,1
27,55.94,734,1.13,979.1,7.06,0
56,76.75,716,6.07,814.99,4.9,1
29,47.46,751,7.62,554.75,5.65,1
51,50.06,618,5.19,881.85,8.0,0
33,42.14,694,7.08,887.5,7.48,0
43,54.49,670,7.03,624.23,6.93,1
42,65.07,726,9.15,468.78,5.53,1
46,91.73,698,7.86,962.18,7.98,1
27,63.27,637,7.18,838.26,5.05,0
46,59.19,656,8.64,852.66,8.72,1
53,72.94,795,1.94,1064.08,5.41,0
32,70.44,561,3.74,473.49,5.19,0
35,51.34,730,1.84,913.27,6.55,1
30,94.53,767,7.65,1045.77,6.82,1
32,59.63,721,7.24,859.82,6.65,1
52,63.55,818,10.16,588.45,4.52,1
25,68.27,746,7.05,754.62,7.13,1
26,65.19,707,4.1,800.68,7.97,0
51,82.88,647,6.4,552.62,6.38,1
41,51.15,708,0.37,981.7,4.18,0
56,71.75,728,4.78,900.7,6.18,0
30,62.47,680,0.0,758.56,4.8,0
36,74.74,628,6.99,1116.82,3.6,0
28,56.78,596,5.16,785.16,5.68,1
36,54.74,693,5.6,1225.58,8.94,1
18,70.98,576,3.21,840.84,6.38,0
42,65.37,647,3.99,690.0,6.09,0
38,47.7,510,8.08,696.64,7.57,0
34,80.18,738,1.69,920.04,7.42,1
31,70.99,761,7.52,664.49,4.3,1
26,58.89,686,3.57,931.77,9.3,1
42,52.98,808,0.96,811.89,6.8,0
23,65.46,774,9.68,806.84,7.86,1
40,69.91,714,9.99,890.84,5.61,1
56,36.09,672,4.38,1121.03,3.57,0
50,65.64,656,4.35,780.54,6.32,0
20,69.79,719,5.25,940.51,4.85,0
30,24.71,670,3.57,997.75,8.26,0
39,62.94,718,4.1,633.83,4.37,0
34,70.42,724,7.35,1015.01,6.54,1
21,68.71,664,12.22,1079.38,7.4,1
39,72.04,757,4.94,1112.55,7.14,1
35,55.09,664,9.07,656.07,5.75,1
54,44.4,681,7.06,671.45,3.83,0
32,33.0,612,0.98,888.04,4.24,0
47,76.38,661,5.93,875.53,5.36,0
22,70.55,831,5.55,904.25,4.38,1
25,77.53,617,10.39,821.55,6.39,1
42,49.12,711,10.52,940.88,5.36,0
46,72.06,648,7.13,338.1,4.56,0
25,37.46,525,9.64,1044.78,4.37,0
35,46.96,719,5.56,1223.81,4.11,0
21,61.89,641,9.36,778.33,6.42,0
33,69.95,702,6.3,944.52,5.4,1
43,85.19,749,9.29,1269.75,6.54,1
31,56.4,696,9.6,907.36,6.38,1
33,47.01,703,8.15,967.19,6.2,1
24,46.24,619,3.78,1305.17,7.47,0
29,49.68,729,4.74,1348.01,4.29,0
53,93.32,667,8.26,666.63,7.48,1
36,71.35,540,8.68,809.47,7.09,0
25,76.69,738,6.48,1096.59,6.2,1
32,56.42,759,5.06,1009.37,5.29,0
19,59.98,784,6.57,1055.33,6.56,1
25,70.49,832,5.16,323.26,7.17,1
49,52.41,734,5.18,470.15,4.4,0
34,55.63,716,11.88,1292.53,7.41,1
54,49.88,756,4.57,1070.25,9.11,1
34,53.29,618,7.52,977.8,6.4,0
35,60.73,563,6.46,626.7,8.45,1
41,47.67,647,2.32,808.7,7.21,0
18,64.29,769,2.22,1025.32,6.9,1
37,64.27,634,5.76,595.72,5.45,0
35,57.31,713,0.14,744.84,5.99,1
50,47.59,720,11.49,982.59,5.03,0
45,61.57,697,4.92,1029.74,7.91,0
24,52.43,591,4.67,784.93,5.38,0
47,60.7,704,9.67,1116.1,9.14,1
32,76.47,650,5.58,1108.95,7.16,0
26,41.21,799,7.95,505.59,7.09,1
37,92.6,760,4.28,1260.35,4.51,0
33,58.91,653,6.14,1156.61,7.5,0
50,66.18,804,8.91,945.45,6.17,1
38,48.71,704,3.41,869.79,5.65,0
37,77.13,563,7.58,1073.66,5.52,0
44,58.12,675,0.0,1017.42,4.64,0
46,54.09,794,9.8,840.26,6.51,1
43,51.37,623,4.33,1253.38,6.25,0
49,55.97,675,5.74,436.97,4.53,0
41,66.28,585,5.71,753.72,7.27,0
37,62.59,596,3.08,998.51,9.69,1
47,59.4,622,2.85,888.54,4.36,0
34,49.33,594,7.56,1053.91,6.33,0
35,48.46,637,7.71,593.18,8.99,1
52,53.09,802,3.34,844.02,5.33,0
51,66.9,677,7.62,1153.08,7.16,1
35,69.93,735,7.67,571.38,7.09,1
30,71.96,756,4.87,847.1,7.49,1
50,59.98,602,2.12,783.22,9.25,1
43,65.75,622,5.89,979.94,3.82,0
38,57.47,734,7.1,986.48,6.79,1
32,33.87,636,5.82,921.36,5.75,0
38,56.76,729,4.22,836.23,6.44,1
35,54.37,797,7.4,913.92,6.57,1
28,44.41,578,9.8,863.78,6.06,0
36,51.49,655,3.69,892.86,4.87,0
38,62.03,666,5.11,1220.53,4.97,0
31,43.0,643,14.23,635.5,9.69,1
44,49.34,637,6.87,975.16,4.43,0
48,83.22,646,2.2,692.74,8.34,0
45,35.96,679,4.57,1330.1,4.95,0
32,57.25,692,3.73,919.6,6.64,0
43,42.51,747,7.14,621.07,9.45,1
36,48.73,678,6.92,848.98,7.69,1
23,57.03,758,4.09,579.04,4.34,1
42,45.19,639,11.57,760.69,5.99,0
36,68.61,596,6.26,1035.47,6.46,0
61,80.27,659,4.63,1199.47,8.05,0
50,72.63,712,2.34,1137.75,6.57,0
42,75.37,740,3.32,876.93,6.26,1
37,39.3,782,2.26,1025.41,9.08,1
37,56.35,700,5.43,1077.87,8.87,1
25,67.01,733,3.35,1394.94,7.55,1
18,73.07,776,8.35,767.13,5.56,1
26,86.3,625,4.25,1232.07,2.52,0
35,76.04,665,8.52,659.75,4.58,1
18,73.45,850,7.47,1159.59,4.18,1
30,99.5,740,7.94,763.46,6.41,1
33,61.44,716,8.69,749.58,7.91,1
33,55.66,743,11.98,837.38,9.46,1
28,62.66,587,3.45,729.28,8.41,1
32,46.27,635,8.54,993.73,5.44,1
52,61.01,609,7.19,1169.84,6.88,0
42,34.1,709,9.19,435.46,7.1,1
29,52.06,654,6.33,861.59,4.16,1
34,58.27,687,9.53,660.96,5.19,0
35,74.24,658,2.13,1099.12,5.85,0
27,76.67,566,2.99,1212.49,9.69,0
27,45.55,742,4.29,861.58,7.08,1
45,91.14,557,5.78,745.27,4.53,0
31,62.23,629,6.14,544.66,5.86,0
24,63.6,588,3.78,1328.73,7.17,0
35,35.73,618,3.03,1190.16,6.12,0
36,50.7,694,4.03,464.73,5.97,1
18,75.75,766,0.87,1044.2,7.6,1
35,62.55,571,5.14,655.33,8.6,0
44,61.62,641,5.82,788.12,8.32,1
40,63.41,558,7.32,625.34,6.05,1
57,38.35,638,6.5,459.82,6.25,0
48,58.55,685,11.38,889.97,6.04,0
49,81.12,734,8.44,1316.99,8.08,1
63,76.3,532,8.21,696.27,5.92,0
43,58.12,719,7.09,1096.09,3.61,0
37,83.46,612,7.61,1130.62,7.22,1
45,41.11,595,5.34,1058.78,7.29,0
29,45.42,685,6.3,1339.22,5.89,0
36,87.95,724,11.76,1110.15,9.28,1
29,68.67,673,5.79,1297.02,5.69,0
39,55.67,603,2.0,647.65,8.63,1
28,59.17,673,8.09,1063.98,4.49,0
28,47.9,629,8.63,1232.4,6.91,0
39,64.15,722,6.46,730.16,5.29,1
34,62.96,755,0.36,200.0,6.39,1
18,60.3,751,9.86,621.19,7.64,1
20,42.6,679,6.69,740.55,5.65,1
24,63.97,759,5.07,1023.46,5.45,0
26,52.06,609,9.56,775.38,6.17,1
39,45.21,805,0.0,900.69,10.0,1
37,79.0,608,6.34,767.05,6.8,1
46,92.55,538,4.38,871.72,6.71,0
43,89.14,776,10.48,885.43,7.15,1
46,69.75,630,6.73,760.88,3.93,0
41,56.02,688,3.41,1080.68,7.88,0
37,58.94,608,9.41,1203.67,7.57,1
46,66.08,845,0.0,647.25,3.82,1
44,53.7,808,7.52,947.81,10.0,1
39,79.78,788,2.21,585.5,6.5,1
48,29.46,686,4.61,514.4,4.82,1
18,55.56,749,5.28,1128.04,6.97,1
32,72.02,676,8.73,1341.63,5.14,0
32,47.32,759,12.61,827.76,4.08,1
47,56.4,651,0.66,1303.33,6.09,0
51,68.9,791,7.34,757.4,6.16,1
20,82.77,648,12.61,848.41,4.14,1
49,40.59,656,4.28,1266.9,5.33,0
23,39.48,647,4.1,699.21,4.95,0
24,45.81,693,6.71,1101.67,5.96,1
33,36.94,653,8.49,823.38,7.47,0
32,38.0,714,7.97,741.44,6.71,1
19,45.41,646,4.92,788.06,6.45,0
41,78.5,735,3.59,422.97,3.76,1
42,55.32,786,9.95,1177.44,6.46,1
46,60.47,685,3.68,949.79,4.87,0
31,45.67,835,0.25,867.44,3.92,0
35,69.5,759,1.64,747.55,7.82,1
35,88.14,830,4.27,968.59,4.5,1
52,46.69,676,10.48,1094.36,6.64,0
18,85.87,564,2.43,839.6,5.77,0
25,65.47,631,10.57,1111.99,5.07,0
35,60.25,638,9.92,960.52,8.33,1
24,66.0,613,6.68,879.46,5.6,0
32,65.86,526,0.0,1100.72,5.7,0
34,87.86,752,2.45,788.26,5.4,1
28,67.8,550,4.1,624.66,6.76,0
36,68.12,745,11.19,888.32,6.26,1
41,53.68,833,4.29,907.76,5.45,1
33,72.59,626,3.68,851.09,5.12,0
30,45.65,707,6.56,1161.78,6.44,1
33,61.64,652,1.77,1010.11,5.52,0
35,103.25,738,5.93,874.69,9.09,1
18,22.44,596,3.6,898.79,5.71,0
40,63.5,671,14.06,917.74,7.0,1
30,64.07,758,3.25,1015.73,6.36,1
48,56.58,677,11.79,911.56,6.07,0
41,56.93,566,2.58,866.02,7.85,0
47,61.37,767,6.79,606.48,7.37,1
25,56.22,589,7.5,743.84,7.34,1
31,63.33,686,6.43,960.94,7.32,1
23,52.69,721,6.24,941.36,4.08,1
28,90.34,688,8.58,573.23,7.16,1
48,56.22,850,7.25,776.38,6.13,1
50,68.54,731,5.48,695.45,5.73,0
24,49.96,666,3.98,1200.22,10.0,0
30,74.0,722,5.5,955.25,4.29,0
34,71.0,695,5.47,994.68,6.36,1
41,66.29,683,5.41,885.32,6.24,0
18,44.59,697,6.23,762.21,6.38,1
19,48.71,650,1.77,802.0,4.98,0
40,85.29,695,2.92,1008.4,6.84,0
18,48.55,645,8.5,842.78,4.81,0
31,69.61,547,0.0,1010.68,6.93,0
37,45.83,760,9.59,931.45,6.73,1
39,75.13,640,4.32,965.02,6.13,1
34,49.7,690,11.01,976.24,6.39,1
31,45.55,627,9.68,784.25,8.88,1
43,49.31,629,5.02,831.6,7.37,1
38,51.69,607,5.33,1099.95,6.76,0
29,66.07,746,10.78,1301.8,7.14,1
35,61.04,763,9.82,1101.96,6.56,1
39,43.57,682,8.92,286.44,7.33,1
52,59.58,642,9.43,733.24,5.59,1
43,42.85,561,2.74,925.24,9.82,0
47,69.65,736,6.62,658.39,6.78,1
29,72.4,633,3.69,648.08,10.0,1
30,59.64,602,2.66,807.88,9.83,0
33,64.07,682,6.49,975.97,5.74,1
34,86.28,657,4.76,1035.86,6.86,1
25,57.64,574,5.5,819.18,7.05,0
48,45.84,583,4.5,802.29,7.9,0
44,68.69,704,2.24,714.39,6.7,0
32,43.01,634,11.09,1011.56,8.31,0
41,56.84,716,6.47,996.78,3.86,1
37,51.02,690,1.67,1099.55,5.59,0
42,49.47,753,6.55,928.55,6.21,0
22,56.25,622,10.56,611.53,5.5,1
34,73.5,696,8.88,823.24,3.9,0
34,76.59,725,4.44,1088.52,7.83,1
41,73.89,636,4.52,518.19,4.84,1
29,65.05,759,3.13,881.34,5.49,1
18,56.13,563,3.77,962.73,7.63,0
24,24.63,622,4.02,1340.81,8.34,0
34,65.51,561,1.6,767.75,5.65,0
36,25.81,628,4.67,873.23,4.94,0
52,31.15,669,7.03,1271.27,5.28,0
41,57.57,738,4.76,770.57,8.17,1
36,63.97,669,6.65,1136.44,8.26,0
35,53.23,638,10.87,986.39,7.0,0
46,83.03,572,11.51,851.38,6.87,1
29,66.93,595,5.8,999.36,4.52,0
34,56.26,702,8.64,867.55,7.2,1
24,80.79,742,5.5,1396.72,7.68,1
49,83.48,651,4.54,445.58,6.75,1
39,67.69,765,2.65,837.86,6.8,1
28,48.37,614,6.26,844.31,4.95,0
34,51.75,653,9.25,870.52,8.25,1
40,38.3,659,2.18,1137.69,4.46,0
32,59.36,787,5.14,801.65,6.48,1
30,44.25,689,4.99,1008.25,7.19,1
28,55.06,554,6.74,950.92,8.21,0
38,63.91,747,6.79,1084.46,8.08,1
31,30.24,809,7.61,869.82,8.21,1
30,41.04,663,11.69,970.89,6.05,1
22,52.4,617,3.39,872.84,9.99,0
36,59.21,740,3.22,683.07,8.13,1
33,52.59,817,6.74,1251.79,5.97,1
32,55.94,739,10.36,732.32,6.07,1
37,49.41,566,1.61,794.73,7.64,0
42,38.26,733,6.99,711.5,5.8,1
42,51.98,708,5.4,988.44,4.58,0
41,56.8,613,8.56,794.8,6.62,0
33,55.34,770,7.88,1233.35,3.09,0
29,61.68,711,6.15,1017.47,7.04,0
25,66.28,772,7.46,839.09,7.46,1
29,70.23,606,4.03,699.85,6.1,0
35,50.5,708,8.4,875.64,8.22,1
27,36.36,617,10.16,1014.41,7.78,0
36,79.07,697,6.3,889.91,4.97,1
25,65.78,783,4.78,869.12,6.57,1
18,45.68,580,5.56,675.5,5.72,0
43,64.17,584,8.37,1393.49,6.02,0
30,76.02,747,5.87,855.76,8.22,1
27,85.94,679,2.4,597.61,7.44,1
24,63.76,762,8.86,663.49,5.42,1
39,75.9,623,3.05,824.3,6.84,0
49,41.86,684,7.27,1327.85,5.37,0
31,59.46,728,0.4,862.51,5.77,0
33,54.97,695,6.32,817.54,8.81,1
46,65.14,555,5.8,1085.83,10.0,0
18,84.17,850,0.1,1101.89,9.17,1
55,63.75,695,7.0,1045.0,6.92,1
59,45.93,586,2.7,943.97,6.78,0
18,41.05,702,6.25,657.05,8.03,1
34,84.69,710,4.76,734.78,6.65,1
28,67.71,750,1.56,550.0,4.36,1
32,66.72,745,2.86,850.73,9.23,1
31,54.84,665,3.1,806.57,4.72,0
43,64.02,559,8.95,783.74,8.31,1
34,45.2,712,8.51,961.44,7.64,1
26,65.81,565,12.58,755.42,9.29,1
33,42.38,765,4.46,825.1,7.79,1
40,54.61,629,4.37,793.01,5.62,0
23,50.36,724,6.4,892.99,8.13,1
19,20.0,634,4.93,980.22,5.95,0
55,54.8,646,4.25,604.2,5.03,0
29,46.52,624,6.16,999.71,3.75,0
34,56.84,730,8.11,958.14,6.31,1
31,60.03,637,0.0,992.1,3.97,0
40,86.52,734,4.28,929.31,8.65,1
53,64.57,638,1.79,979.54,4.14,0
41,65.01,664,5.54,808.55,5.93,1
20,67.43,682,7.3,997.54,5.99,1
21,73.08,691,9.35,1151.8,6.76,1
31,66.81,615,4.7,791.02,5.2,0
32,64.23,729,6.32,799.0,8.2,1
18,70.67,661,0.95,1038.71,6.74,1
43,23.6,718,3.42,778.12,6.47,0
24,91.34,679,6.62,741.77,5.52,1
50,83.85,721,1.92,992.88,7.32,0
53,63.26,651,9.71,805.3,8.6,1
33,38.8,625,7.57,1168.78,10.0,0
39,78.16,710,3.29,797.43,5.09,1
23,49.59,645,1.55,719.79,6.3,0
41,68.01,782,3.84,898.95,3.64,0
30,40.76,685,3.3,995.79,7.52,0
24,93.4,584,2.35,970.47,4.45,0
32,38.37,639,1.78,1018.56,6.91,0
30,61.03,610,5.31,778.31,8.35,0
32,28.17,755,8.2,1149.81,5.88,0
44,59.38,734,3.87,535.82,5.1,1
27,53.62,676,7.33,728.21,8.48,1
52,77.06,700,5.02,908.44,7.57,1
22,53.62,674,7.84,746.63,4.81,0
51,77.08,740,3.64,831.87,6.71,1
25,44.64,716,6.84,684.03,5.22,1
35,55.77,729,6.36,854.21,8.09,1
30,56.07,667,10.09,1001.88,6.68,0
32,67.43,636,7.68,782.18,8.79,1
43,65.53,727,6.77,706.63,5.1,1
50,70.83,789,1.59,798.6,6.84,1
47,64.0,757,4.42,1142.85,6.48,1
31,69.92,791,3.6,1141.03,6.88,0
37,46.53,691,3.53,794.82,5.65,1
27,65.83,612,6.05,1011.82,3.12,0
25,84.12,618,6.72,895.97,7.52,1
24,34.8,777,6.84,1182.49,6.58,1
31,67.34,550,9.78,942.14,5.25,0
37,70.15,785,7.45,855.66,5.75,1
18,81.92,625,2.32,1251.97,4.75,0
35,70.89,815,6.61,696.76,3.71,1
50,61.5,675,7.75,970.22,8.06,1
46,66.45,731,9.79,1200.54,7.36,1
29,48.97,847,5.54,1046.56,4.47,1
21,54.18,657,5.57,732.17,10.0,1
40,39.96,656,9.24,720.33,4.81,0
18,82.31,631,6.54,590.13,7.57,1
46,66.75,610,1.2,1226.24,6.51,0
33,46.26,657,0.56,650.76,4.61,0
53,64.07,641,11.52,1056.95,7.02,1
18,77.39,592,0.86,586.17,6.22,0
44,74.89,665,5.5,1462.56,5.54,0
34,46.09,711,8.65,602.36,8.48,1
32,20.0,617,0.71,909.35,7.44,0
21,65.93,669,2.76,1166.65,7.58,0
41,46.7,778,2.26,745.32,6.18,0
42,69.33,581,11.4,1024.03,7.03,0
53,74.25,815,12.05,838.0,6.46,1
45,76.7,633,3.8,985.4,7.25,0
29,86.17,694,7.74,1137.77,5.04,0
25,78.55,770,6.92,805.76,2.94,1
21,86.24,791,5.16,1229.32,8.53,1
50,80.69,713,1.12,977.53,6.48,0
27,81.99,631,12.92,1328.66,7.36,1
50,59.39,625,0.55,716.97,5.47,0
40,40.66,640,6.64,758.74,6.16,0
38,97.23,812,4.06,848.9,8.78,1
32,60.94,653,9.02,633.22,7.05,1
42,78.43,703,8.54,1103.69,9.81,1
35,51.75,607,3.06,883.32,7.84,0
31,74.46,599,3.63,647.85,5.5,0
42,23.33,682,1.35,718.99,7.16,0
34,53.84,657,6.58,708.61,9.02,1
27,58.52,662,8.13,1103.21,6.83,0
41,66.94,576,4.68,1000.58,7.47,0
34,76.08,675,5.27,870.84,8.62,1
40,43.59,788,11.72,819.63,2.98,1
30,69.9,620,8.81,847.48,7.55,1
23,78.4,743,10.04,1291.85,8.52,1
52,95.19,500,0.0,848.54,5.35,0
50,70.6,624,7.64,1088.66,8.07,0
44,53.11,546,6.75,827.55,6.49,0
31,40.92,767,2.24,1270.15,3.96,0
32,87.44,742,2.87,631.78,7.69,1
49,71.06,608,5.34,1077.55,6.49,0
31,59.67,700,1.97,732.93,6.39,0
29,35.7,764,3.6,1386.93,7.47,1
54,46.03,775,4.62,1053.42,5.08,1
35,69.47,652,7.72,525.17,7.66,1
53,65.31,525,3.88,695.08,5.13,0
21,30.81,617,4.66,1050.73,8.77,0
40,69.49,734,9.07,1044.71,8.21,1
56,36.47,827,0.71,1028.29,8.81,1
35,80.31,676,6.68,934.45,7.2,1
32,63.13,638,7.17,829.84,5.86,1
23,53.05,848,7.25,1139.08,5.42,1
46,74.85,708,4.5,709.89,5.33,1
27,65.3,594,2.81,911.76,6.24,0
34,79.87,672,10.56,763.57,5.47,1
23,61.21,750,3.43,746.02,6.99,1
51,62.08,675,2.65,799.02,5.29,0
47,55.72,736,6.06,738.24,5.57,1
35,63.94,568,3.78,1020.94,5.93,0
23,85.47,580,9.15,575.26,5.34,0
50,52.46,629,5.2,994.82,5.99,0
31,69.72,660,9.54,760.46,7.38,1
24,46.79,703,7.35,906.69,5.17,0
18,29.0,725,4.84,863.29,4.69,1
29,63.11,850,9.34,790.17,6.23,1
20,65.56,628,4.05,1166.89,4.79,0
29,58.35,658,5.04,818.41,8.5,1
42,37.56,630,7.59,1054.77,5.45,0
31,64.56,756,6.68,1057.61,6.57,1
39,63.99,759,3.98,840.03,7.18,1
28,46.67,649,1.39,623.26,4.61,0
36,39.7,825,5.94,705.93,5.23,1
54,56.21,630,3.82,1181.34,5.55,0
32,69.79,752,6.09,1008.36,7.67,1
39,66.25,782,4.74,930.55,9.25,1
19,46.79,585,3.85,775.25,9.28,0
50,62.05,720,5.2,1281.0,8.41,0
30,73.31,500,5.78,709.02,4.64,0
46,42.41,738,8.09,930.74,5.19,1
34,60.95,603,7.27,1010.4,8.58,1
41,80.09,720,12.28,612.74,8.79,1
42,40.88,733,6.42,733.13,7.69,1
30,77.33,758,3.98,799.34,7.71,1
46,84.29,742,5.5,1089.62,5.86,1
27,56.67,684,7.7,803.68,9.07,1
43,54.85,653,9.01,584.04,5.4,0
31,75.5,675,10.02,562.9,4.08,1
38,57.21,602,2.95,731.26,7.7,0
30,24.7,665,9.84,572.18,5.63,0
35,58.52,660,5.86,1069.1,4.55,0
24,67.06,625,3.22,1077.72,7.82,0
37,71.1,558,5.39,901.55,3.76,0
35,46.79,591,9.63,842.11,7.18,0
30,55.95,500,7.37,1063.15,5.83,0
